month,conflict_phase,hotel_chain,chain_hq_country,chain_tier,country,risk_level,total_rooms,occupancy_rate_pct,adr_usd,revpar_usd,total_revenue_usd,expected_revenue_usd,revenue_loss_usd,revenue_loss_pct,booking_cancellations,avg_length_of_stay_nights
2026-03,Peak Crisis,IHG Hotels & Resorts,UK,Upper-Upscale,Jordan,Medium,1893,44.89,527.46,236.79,13447130.0,25433526.0,11986396.0,47.13,17234,2.15
2026-04,Post-Ceasefire,IHG Hotels & Resorts,UK,Upper-Upscale,Jordan,Medium,1893,51.07,513.85,262.44,14903717.0,25433526.0,10529809.0,41.4,11877,4.82
2026-05,Post-Ceasefire,IHG Hotels & Resorts,UK,Upper-Upscale,Jordan,Medium,1893,57.38,495.22,284.15,16136883.0,25433526.0,9296642.0,36.55,13082,3.12
2026-06,Post-Ceasefire,IHG Hotels & Resorts,UK,Upper-Upscale,Jordan,Medium,1893,54.06,526.81,284.8,16173705.0,25433526.0,9259821.0,36.41,12377,4.09
2024-01,Pre-Tension,Accor Group,France,Multi-Scale,UAE,High,510,85.95,457.31,393.05,6013625.0,5373668.0,0.0,0.0,914,2.69
2024-02,Pre-Tension,Accor Group,France,Multi-Scale,UAE,High,510,82.04,414.97,340.44,5208718.0,5373668.0,164950.0,3.07,1747,4.87
2024-03,Pre-Tension,Accor Group,France,Multi-Scale,UAE,High,510,83.2,430.52,358.2,5480391.0,5373668.0,0.0,0.0,1568,3.6
2024-04,Pre-Tension,Accor Group,France,Multi-Scale,UAE,High,510,84.95,451.87,383.88,5873318.0,5373668.0,0.0,0.0,1369,4.72
2024-05,Pre-Tension,Accor Group,France,Multi-Scale,UAE,High,510,86.62,404.6,350.46,5362070.0,5373668.0,11598.0,0.22,948,4.95
2024-06,Pre-Tension,Accor Group,France,Multi-Scale,UAE,High,510,81.99,421.58,345.64,5288317.0,5373668.0,85351.0,1.59,1098,2.61
2024-07,Pre-Tension,Accor Group,France,Multi-Scale,UAE,High,510,86.89,436.03,378.87,5796657.0,5373668.0,0.0,0.0,1328,1.64
2024-08,Pre-Tension,Accor Group,France,Multi-Scale,UAE,High,510,86.59,402.78,348.76,5335982.0,5373668.0,37686.0,0.7,931,4.06
2024-09,Pre-Tension,Accor Group,France,Multi-Scale,UAE,High,510,86.33,418.83,361.56,5531887.0,5373668.0,0.0,0.0,634,5.34
2024-10,Pre-Tension,Accor Group,France,Multi-Scale,UAE,High,510,87.85,406.54,357.16,5464606.0,5373668.0,0.0,0.0,1196,2.14
2024-11,Pre-Tension,Accor Group,France,Multi-Scale,UAE,High,510,84.57,404.56,342.12,5234379.0,5373668.0,139289.0,2.59,784,4.62
2024-12,Pre-Tension,Accor Group,France,Multi-Scale,UAE,High,510,84.92,459.18,389.94,5966026.0,5373668.0,0.0,0.0,784,2.14
2025-01,Escalation,Accor Group,France,Multi-Scale,UAE,High,510,68.15,409.03,278.74,4264659.0,5373668.0,1109010.0,20.64,2817,4.55
2025-02,Escalation,Accor Group,France,Multi-Scale,UAE,High,510,69.63,398.29,277.32,4242987.0,5373668.0,1130681.0,21.04,1962,3.8
2025-03,Escalation,Accor Group,France,Multi-Scale,UAE,High,510,70.46,392.36,276.45,4229710.0,5373668.0,1143958.0,21.29,2429,3.14
2025-04,Escalation,Accor Group,France,Multi-Scale,UAE,High,510,73.01,431.59,315.09,4820850.0,5373668.0,552818.0,10.29,1780,2.63
2025-05,Escalation,Accor Group,France,Multi-Scale,UAE,High,510,71.95,429.67,309.14,4729829.0,5373668.0,643839.0,11.98,1323,1.59
2025-06,Active Conflict,Accor Group,France,Multi-Scale,UAE,High,510,50.12,403.52,202.26,3094527.0,5373668.0,2279141.0,42.41,4889,1.02
2025-07,Active Conflict,Accor Group,France,Multi-Scale,UAE,High,510,48.79,429.41,209.49,3205195.0,5373668.0,2168473.0,40.35,2394,2.16
2025-08,Active Conflict,Accor Group,France,Multi-Scale,UAE,High,510,60.19,398.55,239.91,3670587.0,5373668.0,1703082.0,31.69,4131,2.85
2025-09,Active Conflict,Accor Group,France,Multi-Scale,UAE,High,510,52.7,399.6,210.61,3222276.0,5373668.0,2151392.0,40.04,4556,2.64
2025-10,Active Conflict,Accor Group,France,Multi-Scale,UAE,High,510,59.61,401.29,239.21,3659880.0,5373668.0,1713789.0,31.89,2968,1.5
2025-11,Active Conflict,Accor Group,France,Multi-Scale,UAE,High,510,47.72,463.91,221.36,3386878.0,5373668.0,1986790.0,36.97,3671,1.41
2025-12,Active Conflict,Accor Group,France,Multi-Scale,UAE,High,510,56.32,385.75,217.27,3324230.0,5373668.0,2049439.0,38.14,4493,2.03
2026-01,Peak Crisis,Accor Group,France,Multi-Scale,UAE,High,510,42.11,449.97,189.5,2899395.0,5373668.0,2474273.0,46.04,2675,2.11
2026-02,Peak Crisis,Accor Group,France,Multi-Scale,UAE,High,510,28.02,384.82,107.84,1649880.0,5373668.0,3723789.0,69.3,4093,1.31
2026-03,Peak Crisis,Accor Group,France,Multi-Scale,UAE,High,510,27.13,418.02,113.39,1734934.0,5373668.0,3638734.0,67.71,4506,1.65
2026-04,Post-Ceasefire,Accor Group,France,Multi-Scale,UAE,High,510,48.14,417.78,201.1,3076857.0,5373668.0,2296811.0,42.74,5246,2.55
2026-05,Post-Ceasefire,Accor Group,France,Multi-Scale,UAE,High,510,44.84,443.78,199.01,3044831.0,5373668.0,2328837.0,43.34,4189,5.3
2026-06,Post-Ceasefire,Accor Group,France,Multi-Scale,UAE,High,510,45.25,385.96,174.63,2671910.0,5373668.0,2701758.0,50.28,3126,3.38
2024-01,Pre-Tension,Accor Group,France,Multi-Scale,Qatar,High,1163,64.23,546.57,351.05,12248166.0,11596551.0,0.0,0.0,8072,1.99
2024-02,Pre-Tension,Accor Group,France,Multi-Scale,Qatar,High,1163,64.51,487.98,314.78,10982671.0,11596551.0,613879.0,5.29,8128,3.84
2024-03,Pre-Tension,Accor Group,France,Multi-Scale,Qatar,High,1163,67.09,467.95,313.96,10954084.0,11596551.0,642467.0,5.54,6972,4.21
2024-04,Pre-Tension,Accor Group,France,Multi-Scale,Qatar,High,1163,68.7,520.45,357.53,12474348.0,11596551.0,0.0,0.0,7432,4.85
2024-05,Pre-Tension,Accor Group,France,Multi-Scale,Qatar,High,1163,64.82,557.76,361.56,12614810.0,11596551.0,0.0,0.0,6598,1.52
2024-06,Pre-Tension,Accor Group,France,Multi-Scale,Qatar,High,1163,69.13,535.17,369.97,12908417.0,11596551.0,0.0,0.0,7355,3.78
2024-07,Pre-Tension,Accor Group,France,Multi-Scale,Qatar,High,1163,65.13,467.32,304.36,10619086.0,11596551.0,977465.0,8.43,8282,3.03
2024-08,Pre-Tension,Accor Group,France,Multi-Scale,Qatar,High,1163,66.12,547.24,361.82,12624006.0,11596551.0,0.0,0.0,4316,4.62
2024-09,Pre-Tension,Accor Group,France,Multi-Scale,Qatar,High,1163,65.52,504.3,330.4,11527603.0,11596551.0,68947.0,0.59,7489,2.74
2024-10,Pre-Tension,Accor Group,France,Multi-Scale,Qatar,High,1163,67.63,510.15,345.01,12037338.0,11596551.0,0.0,0.0,7388,3.41
2024-11,Pre-Tension,Accor Group,France,Multi-Scale,Qatar,High,1163,66.98,504.48,337.92,11790126.0,11596551.0,0.0,0.0,5418,1.66
2024-12,Pre-Tension,Accor Group,France,Multi-Scale,Qatar,High,1163,65.82,510.74,336.15,11728202.0,11596551.0,0.0,0.0,6581,3.6
2025-01,Escalation,Accor Group,France,Multi-Scale,Qatar,High,1163,57.12,473.16,270.28,9430124.0,11596551.0,2166427.0,18.68,9890,4.87
2025-02,Escalation,Accor Group,France,Multi-Scale,Qatar,High,1163,55.72,471.1,262.49,9158217.0,11596551.0,2438334.0,21.03,7260,1.88
2025-03,Escalation,Accor Group,France,Multi-Scale,Qatar,High,1163,58.42,511.57,298.86,10427269.0,11596551.0,1169282.0,10.08,5013,4.15
2025-04,Escalation,Accor Group,France,Multi-Scale,Qatar,High,1163,54.6,490.53,267.81,9343996.0,11596551.0,2252555.0,19.42,8473,3.32
2025-05,Escalation,Accor Group,France,Multi-Scale,Qatar,High,1163,58.97,479.23,282.6,9859773.0,11596551.0,1736778.0,14.98,5354,4.49
2025-06,Active Conflict,Accor Group,France,Multi-Scale,Qatar,High,1163,37.7,472.02,177.95,6208590.0,11596551.0,5387961.0,46.46,8014,2.05
2025-07,Active Conflict,Accor Group,France,Multi-Scale,Qatar,High,1163,49.04,523.33,256.65,8954685.0,11596551.0,2641866.0,22.78,12259,1.77
2025-08,Active Conflict,Accor Group,France,Multi-Scale,Qatar,High,1163,41.51,461.51,191.57,6683820.0,11596551.0,4912731.0,42.36,7035,0.94
2025-09,Active Conflict,Accor Group,France,Multi-Scale,Qatar,High,1163,39.06,504.65,197.1,6876858.0,11596551.0,4719693.0,40.7,11703,2.8
2025-10,Active Conflict,Accor Group,France,Multi-Scale,Qatar,High,1163,42.41,477.08,202.34,7059561.0,11596551.0,4536990.0,39.12,7252,2.59
2025-11,Active Conflict,Accor Group,France,Multi-Scale,Qatar,High,1163,47.64,518.31,246.94,8615823.0,11596551.0,2980728.0,25.7,11572,1.02
2025-12,Active Conflict,Accor Group,France,Multi-Scale,Qatar,High,1163,45.71,535.45,244.74,8539021.0,11596551.0,3057530.0,26.37,10197,2.23
2026-01,Peak Crisis,Accor Group,France,Multi-Scale,Qatar,High,1163,29.55,529.48,156.45,5458685.0,11596551.0,6137866.0,52.93,15404,2.07
2026-02,Peak Crisis,Accor Group,France,Multi-Scale,Qatar,High,1163,25.01,551.38,137.89,4811070.0,11596551.0,6785481.0,58.51,12215,2.04
2026-03,Peak Crisis,Accor Group,France,Multi-Scale,Qatar,High,1163,31.31,489.54,153.25,5346937.0,11596551.0,6249614.0,53.89,9032,1.73
2026-04,Post-Ceasefire,Accor Group,France,Multi-Scale,Qatar,High,1163,40.94,546.23,223.64,7802837.0,11596551.0,3793714.0,32.71,11596,2.02
2026-05,Post-Ceasefire,Accor Group,France,Multi-Scale,Qatar,High,1163,41.88,535.2,224.14,7820272.0,11596551.0,3776279.0,32.56,12539,4.7
2026-06,Post-Ceasefire,Accor Group,France,Multi-Scale,Qatar,High,1163,41.8,473.29,197.84,6902508.0,11596551.0,4694043.0,40.48,7712,3.92
2024-01,Pre-Tension,Accor Group,France,Multi-Scale,Kuwait,High,578,90.45,273.33,247.24,4287057.0,4452830.0,165774.0,3.72,1065,3.51
2024-02,Pre-Tension,Accor Group,France,Multi-Scale,Kuwait,High,578,92.24,291.55,268.92,4663004.0,4452830.0,0.0,0.0,939,4.64
2024-03,Pre-Tension,Accor Group,France,Multi-Scale,Kuwait,High,578,91.97,314.2,288.97,5010667.0,4452830.0,0.0,0.0,754,1.92
2024-04,Pre-Tension,Accor Group,France,Multi-Scale,Kuwait,High,578,86.84,320.1,277.98,4820181.0,4452830.0,0.0,0.0,1398,3.94
2024-05,Pre-Tension,Accor Group,France,Multi-Scale,Kuwait,High,578,92.6,270.02,250.05,4335805.0,4452830.0,117026.0,2.63,490,2.95
2024-06,Pre-Tension,Accor Group,France,Multi-Scale,Kuwait,High,578,91.68,272.14,249.48,4326059.0,4452830.0,126771.0,2.85,643,4.78
2024-07,Pre-Tension,Accor Group,France,Multi-Scale,Kuwait,High,578,87.36,311.93,272.49,4725046.0,4452830.0,0.0,0.0,1072,2.65
2024-08,Pre-Tension,Accor Group,France,Multi-Scale,Kuwait,High,578,87.7,277.47,243.35,4219615.0,4452830.0,233216.0,5.24,1282,3.62
2024-09,Pre-Tension,Accor Group,France,Multi-Scale,Kuwait,High,578,92.1,318.77,293.57,5090566.0,4452830.0,0.0,0.0,694,4.23
2024-10,Pre-Tension,Accor Group,France,Multi-Scale,Kuwait,High,578,93.21,267.18,249.05,4318494.0,4452830.0,134337.0,3.02,512,3.11
2024-11,Pre-Tension,Accor Group,France,Multi-Scale,Kuwait,High,578,91.99,271.94,250.16,4337758.0,4452830.0,115073.0,2.58,735,5.41
2024-12,Pre-Tension,Accor Group,France,Multi-Scale,Kuwait,High,578,93.47,314.91,294.35,5103988.0,4452830.0,0.0,0.0,656,4.99
2025-01,Escalation,Accor Group,France,Multi-Scale,Kuwait,High,578,75.52,298.81,225.66,3912897.0,4452830.0,539933.0,12.13,1522,3.12
2025-02,Escalation,Accor Group,France,Multi-Scale,Kuwait,High,578,83.19,283.3,235.69,4086898.0,4452830.0,365932.0,8.22,1820,4.1
2025-03,Escalation,Accor Group,France,Multi-Scale,Kuwait,High,578,83.11,305.15,253.6,4397376.0,4452830.0,55455.0,1.25,1909,3.58
2025-04,Escalation,Accor Group,France,Multi-Scale,Kuwait,High,578,74.18,300.28,222.76,3862650.0,4452830.0,590180.0,13.25,1384,5.06
2025-05,Escalation,Accor Group,France,Multi-Scale,Kuwait,High,578,74.78,292.66,218.86,3795075.0,4452830.0,657756.0,14.77,2591,4.87
2025-06,Active Conflict,Accor Group,France,Multi-Scale,Kuwait,High,578,51.24,289.35,148.27,2571077.0,4452830.0,1881754.0,42.26,4472,0.91
2025-07,Active Conflict,Accor Group,France,Multi-Scale,Kuwait,High,578,62.33,317.93,198.18,3436418.0,4452830.0,1016412.0,22.83,3698,2.93
2025-08,Active Conflict,Accor Group,France,Multi-Scale,Kuwait,High,578,60.93,271.3,165.3,2866240.0,4452830.0,1586590.0,35.63,3056,2.67
2025-09,Active Conflict,Accor Group,France,Multi-Scale,Kuwait,High,578,52.47,271.69,142.55,2471825.0,4452830.0,1981005.0,44.49,3875,1.89
2025-10,Active Conflict,Accor Group,France,Multi-Scale,Kuwait,High,578,51.35,302.69,155.45,2695427.0,4452830.0,1757404.0,39.47,3889,2.24
2025-11,Active Conflict,Accor Group,France,Multi-Scale,Kuwait,High,578,59.45,303.4,180.39,3127898.0,4452830.0,1324933.0,29.75,4774,2.66
2025-12,Active Conflict,Accor Group,France,Multi-Scale,Kuwait,High,578,58.05,319.72,185.61,3218467.0,4452830.0,1234363.0,27.72,3675,2.17
2026-01,Peak Crisis,Accor Group,France,Multi-Scale,Kuwait,High,578,30.24,317.01,95.87,1662402.0,4452830.0,2790429.0,62.67,4203,2.95
2026-02,Peak Crisis,Accor Group,France,Multi-Scale,Kuwait,High,578,38.4,280.95,107.88,1870630.0,4452830.0,2582200.0,57.99,4804,1.61
2026-03,Peak Crisis,Accor Group,France,Multi-Scale,Kuwait,High,578,36.15,280.96,101.56,1761028.0,4452830.0,2691803.0,60.45,4577,1.34
2026-04,Post-Ceasefire,Accor Group,France,Multi-Scale,Kuwait,High,578,45.37,291.25,132.15,2291541.0,4452830.0,2161289.0,48.54,4015,3.31
2026-05,Post-Ceasefire,Accor Group,France,Multi-Scale,Kuwait,High,578,46.95,271.22,127.32,2207808.0,4452830.0,2245022.0,50.42,5101,4.55
2026-06,Post-Ceasefire,Accor Group,France,Multi-Scale,Kuwait,High,578,55.72,299.58,166.92,2894374.0,4452830.0,1558457.0,35.0,3492,5.1
2024-01,Pre-Tension,Accor Group,France,Multi-Scale,Oman,Medium,1057,68.92,453.42,312.48,9908803.0,8577536.0,0.0,0.0,5745,3.74
2024-02,Pre-Tension,Accor Group,France,Multi-Scale,Oman,Medium,1057,65.64,389.78,255.84,8112729.0,8577536.0,464807.0,5.42,5754,2.26
2024-03,Pre-Tension,Accor Group,France,Multi-Scale,Oman,Medium,1057,67.52,386.88,261.23,8283761.0,8577536.0,293775.0,3.42,6330,2.48
2024-04,Pre-Tension,Accor Group,France,Multi-Scale,Oman,Medium,1057,68.75,419.66,288.53,9149374.0,8577536.0,0.0,0.0,3150,4.95
2024-05,Pre-Tension,Accor Group,France,Multi-Scale,Oman,Medium,1057,65.1,407.28,265.13,8407211.0,8577536.0,170324.0,1.99,3827,1.9
2024-06,Pre-Tension,Accor Group,France,Multi-Scale,Oman,Medium,1057,65.87,420.13,276.76,8775913.0,8577536.0,0.0,0.0,3978,3.96
2024-07,Pre-Tension,Accor Group,France,Multi-Scale,Oman,Medium,1057,66.72,420.6,280.61,8898135.0,8577536.0,0.0,0.0,4535,3.0
2024-08,Pre-Tension,Accor Group,France,Multi-Scale,Oman,Medium,1057,69.41,427.46,296.7,9408272.0,8577536.0,0.0,0.0,5829,3.04
2024-09,Pre-Tension,Accor Group,France,Multi-Scale,Oman,Medium,1057,65.59,420.14,275.57,8738411.0,8577536.0,0.0,0.0,4293,5.04
2024-10,Pre-Tension,Accor Group,France,Multi-Scale,Oman,Medium,1057,66.42,452.48,300.52,9529455.0,8577536.0,0.0,0.0,4492,3.13
2024-11,Pre-Tension,Accor Group,France,Multi-Scale,Oman,Medium,1057,65.42,469.61,307.23,9742408.0,8577536.0,0.0,0.0,6719,3.65
2024-12,Pre-Tension,Accor Group,France,Multi-Scale,Oman,Medium,1057,67.24,456.26,306.81,9728927.0,8577536.0,0.0,0.0,4317,5.39
2025-01,Escalation,Accor Group,France,Multi-Scale,Oman,Medium,1057,62.97,417.8,263.07,8342030.0,8577536.0,235506.0,2.75,5173,4.03
2025-02,Escalation,Accor Group,France,Multi-Scale,Oman,Medium,1057,58.71,411.0,241.31,7651978.0,8577536.0,925558.0,10.79,5997,1.99
2025-03,Escalation,Accor Group,France,Multi-Scale,Oman,Medium,1057,59.18,467.23,276.49,8767551.0,8577536.0,0.0,0.0,5531,4.23
2025-04,Escalation,Accor Group,France,Multi-Scale,Oman,Medium,1057,56.21,469.42,263.87,8367312.0,8577536.0,210224.0,2.45,6062,3.34
2025-05,Escalation,Accor Group,France,Multi-Scale,Oman,Medium,1057,53.75,426.05,228.99,7261155.0,8577536.0,1316381.0,15.35,9688,4.19
2025-06,Active Conflict,Accor Group,France,Multi-Scale,Oman,Medium,1057,46.26,452.66,209.41,6640443.0,8577536.0,1937093.0,22.58,9536,1.09
2025-07,Active Conflict,Accor Group,France,Multi-Scale,Oman,Medium,1057,45.84,454.84,208.49,6611214.0,8577536.0,1966322.0,22.92,10837,1.76
2025-08,Active Conflict,Accor Group,France,Multi-Scale,Oman,Medium,1057,46.18,465.41,214.92,6815108.0,8577536.0,1762428.0,20.55,8155,1.43
2025-09,Active Conflict,Accor Group,France,Multi-Scale,Oman,Medium,1057,49.18,437.78,215.32,6827683.0,8577536.0,1749853.0,20.4,6788,2.62
2025-10,Active Conflict,Accor Group,France,Multi-Scale,Oman,Medium,1057,41.7,445.78,185.91,5895116.0,8577536.0,2682420.0,31.27,7091,1.37
2025-11,Active Conflict,Accor Group,France,Multi-Scale,Oman,Medium,1057,48.49,432.5,209.74,6650768.0,8577536.0,1926768.0,22.46,9210,2.26
2025-12,Active Conflict,Accor Group,France,Multi-Scale,Oman,Medium,1057,37.72,407.48,153.69,4873434.0,8577536.0,3704102.0,43.18,10427,1.45
2026-01,Peak Crisis,Accor Group,France,Multi-Scale,Oman,Medium,1057,31.45,444.59,139.81,4433495.0,8577536.0,4144041.0,48.31,11155,1.51
2026-02,Peak Crisis,Accor Group,France,Multi-Scale,Oman,Medium,1057,30.83,389.7,120.14,3809548.0,8577536.0,4767988.0,55.59,14816,1.94
2026-03,Peak Crisis,Accor Group,France,Multi-Scale,Oman,Medium,1057,27.91,450.24,125.65,3984477.0,8577536.0,4593059.0,53.55,14939,1.44
2026-04,Post-Ceasefire,Accor Group,France,Multi-Scale,Oman,Medium,1057,36.1,392.26,141.6,4490151.0,8577536.0,4087384.0,47.65,10713,1.6
2026-05,Post-Ceasefire,Accor Group,France,Multi-Scale,Oman,Medium,1057,36.84,399.34,147.12,4665111.0,8577536.0,3912425.0,45.61,8498,4.0
2026-06,Post-Ceasefire,Accor Group,France,Multi-Scale,Oman,Medium,1057,41.88,413.88,173.34,5496579.0,8577536.0,3080957.0,35.92,7374,1.93
2024-01,Pre-Tension,Accor Group,France,Multi-Scale,Egypt,Low,1776,69.3,300.18,208.02,11083307.0,10252109.0,0.0,0.0,5724,5.4
2024-02,Pre-Tension,Accor Group,France,Multi-Scale,Egypt,Low,1776,73.11,276.85,202.41,10784144.0,10252109.0,0.0,0.0,8896,1.72
2024-03,Pre-Tension,Accor Group,France,Multi-Scale,Egypt,Low,1776,71.4,324.66,231.79,12350020.0,10252109.0,0.0,0.0,7020,3.97
2024-04,Pre-Tension,Accor Group,France,Multi-Scale,Egypt,Low,1776,70.28,301.26,211.71,11279979.0,10252109.0,0.0,0.0,7462,3.98
2024-05,Pre-Tension,Accor Group,France,Multi-Scale,Egypt,Low,1776,68.54,308.76,211.62,11275113.0,10252109.0,0.0,0.0,5752,1.55
2024-06,Pre-Tension,Accor Group,France,Multi-Scale,Egypt,Low,1776,71.97,303.97,218.77,11655883.0,10252109.0,0.0,0.0,6603,3.43
2024-07,Pre-Tension,Accor Group,France,Multi-Scale,Egypt,Low,1776,71.45,308.56,220.47,11746662.0,10252109.0,0.0,0.0,7685,4.11
2024-08,Pre-Tension,Accor Group,France,Multi-Scale,Egypt,Low,1776,69.98,309.7,216.72,11546733.0,10252109.0,0.0,0.0,6661,5.38
2024-09,Pre-Tension,Accor Group,France,Multi-Scale,Egypt,Low,1776,70.87,307.04,217.61,11594124.0,10252109.0,0.0,0.0,4994,2.88
2024-10,Pre-Tension,Accor Group,France,Multi-Scale,Egypt,Low,1776,73.45,301.95,221.77,11816075.0,10252109.0,0.0,0.0,8159,3.37
2024-11,Pre-Tension,Accor Group,France,Multi-Scale,Egypt,Low,1776,71.85,293.03,210.55,11218088.0,10252109.0,0.0,0.0,5127,5.0
2024-12,Pre-Tension,Accor Group,France,Multi-Scale,Egypt,Low,1776,73.08,301.4,220.25,11734869.0,10252109.0,0.0,0.0,5526,3.42
2025-01,Escalation,Accor Group,France,Multi-Scale,Egypt,Low,1776,64.62,323.22,208.87,11128526.0,10252109.0,0.0,0.0,5705,1.54
2025-02,Escalation,Accor Group,France,Multi-Scale,Egypt,Low,1776,61.89,328.47,203.29,10831312.0,10252109.0,0.0,0.0,9014,5.4
2025-03,Escalation,Accor Group,France,Multi-Scale,Egypt,Low,1776,59.05,324.52,191.61,10209120.0,10252109.0,42989.0,0.42,8693,2.28
2025-04,Escalation,Accor Group,France,Multi-Scale,Egypt,Low,1776,58.81,312.83,183.98,9802209.0,10252109.0,449900.0,4.39,14352,2.85
2025-05,Escalation,Accor Group,France,Multi-Scale,Egypt,Low,1776,60.85,305.06,185.64,9891067.0,10252109.0,361042.0,3.52,12923,3.99
2025-06,Active Conflict,Accor Group,France,Multi-Scale,Egypt,Low,1776,40.2,284.59,114.41,6095775.0,10252109.0,4156334.0,40.54,16345,2.57
2025-07,Active Conflict,Accor Group,France,Multi-Scale,Egypt,Low,1776,47.46,308.73,146.51,7806032.0,10252109.0,2446077.0,23.86,17966,1.61
2025-08,Active Conflict,Accor Group,France,Multi-Scale,Egypt,Low,1776,47.36,303.93,143.95,7669559.0,10252109.0,2582550.0,25.19,14965,2.07
2025-09,Active Conflict,Accor Group,France,Multi-Scale,Egypt,Low,1776,49.63,296.64,147.21,7843368.0,10252109.0,2408742.0,23.5,17525,2.7
2025-10,Active Conflict,Accor Group,France,Multi-Scale,Egypt,Low,1776,41.05,302.41,124.14,6614110.0,10252109.0,3637999.0,35.49,21430,2.04
2025-11,Active Conflict,Accor Group,France,Multi-Scale,Egypt,Low,1776,49.62,327.39,162.46,8655607.0,10252109.0,1596502.0,15.57,12906,1.46
2025-12,Active Conflict,Accor Group,France,Multi-Scale,Egypt,Low,1776,43.83,288.53,126.45,6737246.0,10252109.0,3514863.0,34.28,9993,2.7
2026-01,Peak Crisis,Accor Group,France,Multi-Scale,Egypt,Low,1776,21.74,293.5,63.82,3400065.0,10252109.0,6852044.0,66.84,20032,1.94
2026-02,Peak Crisis,Accor Group,France,Multi-Scale,Egypt,Low,1776,21.46,289.2,62.05,3305990.0,10252109.0,6946119.0,67.75,13824,3.06
2026-03,Peak Crisis,Accor Group,France,Multi-Scale,Egypt,Low,1776,22.39,286.91,64.24,3422820.0,10252109.0,6829289.0,66.61,14366,1.76
2026-04,Post-Ceasefire,Accor Group,France,Multi-Scale,Egypt,Low,1776,45.48,319.72,145.41,7747544.0,10252109.0,2504565.0,24.43,18537,2.26
2026-05,Post-Ceasefire,Accor Group,France,Multi-Scale,Egypt,Low,1776,42.65,288.93,123.23,6565471.0,10252109.0,3686638.0,35.96,18579,2.63
2026-06,Post-Ceasefire,Accor Group,France,Multi-Scale,Egypt,Low,1776,45.66,273.81,125.01,6660691.0,10252109.0,3591418.0,35.03,16261,5.46
2024-01,Pre-Tension,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,83.11,275.96,229.37,11222848.0,10924015.0,0.0,0.0,4003,4.67
2024-02,Pre-Tension,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,80.3,261.56,210.03,10276886.0,10924015.0,647129.0,5.92,5045,3.0
2024-03,Pre-Tension,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,82.01,281.87,231.15,11310257.0,10924015.0,0.0,0.0,3837,3.18
2024-04,Pre-Tension,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,82.71,239.01,197.68,9672311.0,10924015.0,1251704.0,11.46,5196,5.19
2024-05,Pre-Tension,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,79.27,269.9,213.95,10468748.0,10924015.0,455266.0,4.17,6560,5.42
2024-06,Pre-Tension,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,79.6,267.88,213.22,10432949.0,10924015.0,491065.0,4.5,4798,5.08
2024-07,Pre-Tension,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,78.88,263.6,207.93,10174057.0,10924015.0,749957.0,6.87,3871,1.78
2024-08,Pre-Tension,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,84.5,240.82,203.48,9956368.0,10924015.0,967646.0,8.86,3849,2.19
2024-09,Pre-Tension,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,83.83,263.05,220.52,10789830.0,10924015.0,134185.0,1.23,2591,5.32
2024-10,Pre-Tension,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,83.87,262.87,220.46,10787282.0,10924015.0,136732.0,1.25,4274,5.26
2024-11,Pre-Tension,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,82.07,245.32,201.34,9851587.0,10924015.0,1072428.0,9.82,2856,3.1
2024-12,Pre-Tension,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,83.49,268.23,223.95,10957798.0,10924015.0,0.0,0.0,4805,2.65
2025-01,Escalation,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,70.08,270.18,189.35,9264811.0,10924015.0,1659203.0,15.19,9134,2.2
2025-02,Escalation,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,75.45,247.48,186.73,9136716.0,10924015.0,1787298.0,16.36,6334,3.07
2025-03,Escalation,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,67.46,253.21,170.82,8358050.0,10924015.0,2565964.0,23.49,10611,4.29
2025-04,Escalation,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,67.19,290.38,195.1,9546378.0,10924015.0,1377637.0,12.61,5307,1.92
2025-05,Escalation,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,68.51,262.2,179.63,8789104.0,10924015.0,2134911.0,19.54,5074,4.28
2025-06,Active Conflict,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,56.42,238.35,134.49,6580506.0,10924015.0,4343508.0,39.76,7374,3.1
2025-07,Active Conflict,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,52.21,250.59,130.83,6401416.0,10924015.0,4522599.0,41.4,15901,1.24
2025-08,Active Conflict,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,47.14,253.33,119.41,5842884.0,10924015.0,5081131.0,46.51,13291,1.84
2025-09,Active Conflict,Accor Group,France,Multi-Scale,Lebanon,Very High,1631,55.32,249.23,137.87,6745964.0,10924015.0,4178051.0,38.25,6860,2.52
